id,best_delta,epsilon,baseline_dist,best_simp_dist,orig_points,baseline_points,best_points,note
1044,3.317973297779539,0.5,18.985595499684553,4.697294389029809,606,521,482,
1054,14.016884464904784,0.5,21.025326697357176,-1.0,1576,1094,914,frechet_failed_or_timeout
1055,13.853867869485867,0.5,20.7808018042288,-1.0,1606,928,712,frechet_failed_or_timeout
1056,11.081270031481433,0.5,16.62190504722215,-1.0,968,599,498,frechet_failed_or_timeout
1059,-1,0.5,-1,-1,17107,2696,-1,baseline_frechet_failed
1058,-1,0.5,-1,-1,4,4,-1,baseline_frechet_failed
1063,0.0,0.5,0.0,-1.0,9,8,-1,simplify_failed
1062,2.6666666599339806e-05,0.5,3.999999989900971e-05,3.999999989900971e-05,2,2,2,
1065,0.0,0.5,0.0,-1.0,5,5,-1,simplify_failed
1053,3.864264062701789,0.5,17.689197064369758,5.469735661991239,868,227,214,
1064,9.688256172053551,0.5,14.532384258080326,-1.0,1486,702,560,frechet_failed_or_timeout
1048,4.763459500445691,0.5,17.44430969401498,6.738754193100021,1689,86,86,
1067,-1,0.5,-1,-1,908,509,-1,baseline_frechet_failed
1057,6.854583697837011,0.5,20.08178817725686,9.6988315554805,1019,365,328,
1061,10.359860590166138,0.5,19.424738606561508,14.656023042660598,1692,1010,852,
1060,11.478028238654945,0.5,21.52130294747802,16.38492017285573,1641,678,514,
1072,-1,0.5,-1,-1,1762,423,-1,baseline_frechet_failed
1068,10.7873377192498,0.5,16.1810065788747,-1.0,1025,638,510,frechet_failed_or_timeout
1066,8.840710573411782,0.5,16.57633232514709,12.507129599328884,888,176,140,
1074,-1,0.5,-1,-1,1784,789,-1,baseline_frechet_failed
1045,2.3412350956723755,0.5,13.39665467647004,3.3227387321386908,1701,104,102,
1077,0.0,0.5,0.0,-1.0,9,9,-1,simplify_failed
1079,0.0,0.5,0.0,-1.0,8,8,-1,simplify_failed
1071,8.130550426801447,0.5,12.195825640202171,-1.0,1623,359,290,frechet_failed_or_timeout
1080,0.0,0.5,0.0,-1.0,6,6,-1,simplify_failed
1076,10.478612973474771,0.5,15.717919460212157,-1.0,1689,648,502,frechet_failed_or_timeout
1082,-1,0.5,-1,-1,2,2,-1,baseline_frechet_failed
1083,-1,0.5,-1,-1,1691,294,-1,baseline_frechet_failed
1084,-1,0.5,-1,-1,6,6,-1,baseline_frechet_failed
1070,4.4757554658146255,0.5,13.112564841253784,6.330812023943077,1338,66,66,
1069,4.642008183211735,0.5,10.879706679402503,6.568042293866345,1425,61,46,
1075,12.114029242637981,0.5,18.17104386395697,17.136745087005124,1691,362,264,
1089,-1,0.5,-1,-1,-1,-1,-1
1078,9.260027826128857,0.5,17.362552173991606,13.098602698150064,1651,153,98,
1087,-1,0.5,-1,-1,1691,1104,-1,baseline_frechet_failed
1081,13.647586211254877,0.5,20.471379316882317,19.30470915122428,2365,342,136,
1086,14.73500420488629,0.5,22.102506307329435,-1.0,2107,1696,990,frechet_failed_or_timeout
1090,11.262266385490518,0.5,16.893399578235776,-1.0,975,713,584,frechet_failed_or_timeout
1088,14.776604987237391,0.5,22.164907480856087,20.90595112789698,1537,1203,708,
1073,7.308359578530077,0.5,21.41120970272483,10.348165446749965,1865,388,340,
1097,-1,0.5,-1,-1,1662,866,-1,baseline_frechet_failed
1085,9.778548434933079,0.5,18.33477831549952,13.832843792359894,1750,256,174,
1095,14.458155481031184,0.5,21.687233221546776,-1.0,1719,783,578,frechet_failed_or_timeout
1098,-1,0.5,-1,-1,1760,585,-1,baseline_frechet_failed
1101,-1,0.5,-1,-1,1833,814,-1,baseline_frechet_failed
1102,-1,0.5,-1,-1,1769,578,-1,baseline_frechet_failed
1100,12.706959210673922,0.5,19.060438816010883,-1.0,1557,1159,890,frechet_failed_or_timeout
1091,4.283163168802067,0.5,19.606764993905937,6.065076823792439,867,81,80,
1104,-1,0.5,-1,-1,1783,749,-1,baseline_frechet_failed
1099,9.33175729981021,0.5,17.497044937144143,13.218356490307968,1452,784,628,
1092,7.472040319344437,0.5,21.890743123079407,10.60677347831362,1926,930,660,
1094,6.837088031900541,0.5,20.030531343458613,9.674078511089647,1758,260,234,
1105,11.898354513791519,0.5,17.84753177068728,-1.0,1901,1241,1000,frechet_failed_or_timeout
1103,13.77859753325847,0.5,20.667896299887705,19.490719721189986,1335,698,540,
1096,5.915763869099752,0.5,17.33133946025318,8.366752307711872,1704,272,250,
1111,-1,0.5,-1,-1,1762,888,-1,baseline_frechet_failed
1093,5.053739278584696,0.5,18.507345990910746,7.152057898028521,1724,586,428,
1106,13.779114457701441,0.5,20.668671686552162,19.514488373603857,1822,873,604,
1108,14.060268428954629,0.5,21.090402643431943,19.969155125309072,1927,1600,1148,
1109,13.30960179468117,0.5,19.964402692021753,-1.0,1767,536,370,frechet_failed_or_timeout
1115,-1,0.5,-1,-1,1724,525,-1,baseline_frechet_failed
1113,13.74024715288463,0.5,20.610370729326945,-1.0,1688,1164,980,frechet_failed_or_timeout
1107,10.45711075817893,0.5,19.60708267158549,14.793268462698224,1745,850,628,
1114,13.533561308710274,0.5,20.30034196306541,19.144284283967295,1573,689,466,
1112,4.377142813030497,0.5,6.565714219545746,6.195128017320705,2109,83,66,
1119,12.68741982196977,0.5,19.031129732954657,-1.0,1592,1248,922,frechet_failed_or_timeout
1120,12.03451467780228,0.5,18.05177201670342,-1.0,1905,1587,1220,frechet_failed_or_timeout
1116,8.706344385738422,0.5,20.405494654074424,12.317537865471381,954,852,724,
1118,14.28345861588037,0.5,21.425187923820555,20.31241377383075,1724,1271,812,
1110,8.459371693538138,0.5,19.82665240673001,11.96831305180594,1732,841,648,
1121,10.102785379269887,0.5,15.154178068904832,-1.0,1349,810,564,frechet_failed_or_timeout
1122,13.563031907020786,0.5,20.34454786053118,-1.0,1101,897,742,frechet_failed_or_timeout
1127,-1,0.5,-1,-1,1717,726,-1,baseline_frechet_failed
1117,9.446939795356968,0.5,17.713012116294315,13.401973473869413,1373,769,574,
1123,12.638135093994428,0.5,18.957202640991643,-1.0,1844,1256,972,frechet_failed_or_timeout
1131,-1,0.5,-1,-1,94939,454,-1,baseline_frechet_failed
1125,13.759551097938555,0.5,20.639326646907833,-1.0,1824,1345,1020,frechet_failed_or_timeout
1133,-1,0.5,-1,-1,1703,1178,-1,baseline_frechet_failed
1128,12.620531302615545,0.5,18.930796953923316,-1.0,2198,1930,1380,frechet_failed_or_timeout
1129,12.893573500525251,0.5,19.340360250787878,18.375070727733917,1822,1317,950,
1124,7.876937302604938,0.5,18.461571802980323,11.224907635246138,1348,889,632,
1137,-1,0.5,-1,-1,1689,292,-1,baseline_frechet_failed
1138,-1,0.5,-1,-1,1708,508,-1,baseline_frechet_failed
1135,12.443880714668781,0.5,18.665821072003173,-1.0,1704,1255,928,frechet_failed_or_timeout
1130,11.276359701449527,0.5,16.91453955217429,15.952008304127247,1702,388,278,
1136,11.009561226772954,0.5,16.51434184015943,-1.0,1701,727,584,frechet_failed_or_timeout
1140,-1,0.5,-1,-1,1671,336,-1,baseline_frechet_failed
1142,-1,0.5,-1,-1,1599,823,-1,baseline_frechet_failed
1126,4.244338286550167,0.5,9.947667859101951,6.0167526988961315,1846,82,80,
1132,11.59446283549589,0.5,21.73961781655479,16.420960000226213,1744,1005,676,
1145,-1,0.5,-1,-1,1706,797,-1,baseline_frechet_failed
1148,-1,0.5,-1,-1,1743,807,-1,baseline_frechet_failed
1144,11.237806740819527,0.5,16.85671011122929,-1.0,1725,797,606,frechet_failed_or_timeout
1143,13.819115736625735,0.5,20.728673604938603,-1.0,1716,599,398,frechet_failed_or_timeout
1149,-1,0.5,-1,-1,1685,375,-1,baseline_frechet_failed
1141,9.614285019315945,0.5,18.026784411217395,13.601579675919444,947,615,510,
1146,14.533954887301425,0.5,21.800932330952136,-1.0,1632,564,348,frechet_failed_or_timeout
1150,14.527884593975903,0.5,21.791826890963854,-1.0,1165,892,574,frechet_failed_or_timeout
1134,3.9948724904084516,0.5,14.629659999054384,5.7064801673598105,1793,265,226,
1147,13.566892742122294,0.5,20.35033911318344,19.191482715465572,1607,530,372,
1153,14.712942007910838,0.5,22.069413011866256,-1.0,1766,1227,834,frechet_failed_or_timeout
1154,4.637405811117223,0.5,6.956108716675835,-1.0,639,409,366,frechet_failed_or_timeout
1159,-1,0.5,-1,-1,1188,49,-1,baseline_frechet_failed
1152,10.284236362584243,0.5,19.282943179845454,14.565221299742245,1245,811,592,
1139,6.46150049066539,0.5,18.930177218746255,9.139358117131836,1887,197,170,
1158,10.86133808649542,0.5,16.29200712974313,-1.0,925,645,538,frechet_failed_or_timeout
1156,7.6023590130263266,0.5,14.25442314942436,10.753004387207932,725,125,110,
1151,8.858406822274645,0.5,20.7618909897062,12.53221783154347,1356,696,482,
1155,3.8932741360100382,0.5,9.124861256273526,5.5109193293097745,754,581,504,
1163,10.800957733026687,0.5,16.20143659954003,-1.0,1613,1142,864,frechet_failed_or_timeout
1164,11.92876719785933,0.5,17.893150796788994,-1.0,1191,785,504,frechet_failed_or_timeout
1166,5.944101096042593,0.5,8.91615164406389,-1.0,1539,76,50,frechet_failed_or_timeout
1168,-1,0.5,-1,-1,935,799,-1,baseline_frechet_failed
1160,5.642963128035597,0.5,16.532118539166785,8.052610987533647,814,469,410,
1161,7.288742390069074,0.5,21.35373747090549,10.312639681088367,1137,227,204,
1162,5.357697226542086,0.5,15.696378593385013,7.579999999999927,1152,132,114,
1169,-1,0.5,-1,-1,1694,85,-1,baseline_frechet_failed
1167,10.348772613955358,0.5,15.523158920933037,-1.0,1766,739,572,frechet_failed_or_timeout
1174,0.0,0.5,0.0,-1.0,2,2,-1,simplify_failed
1175,-1,0.5,-1,-1,1799,603,-1,baseline_frechet_failed
1165,6.154974137976467,0.5,18.032150794852928,8.709416011720139,726,375,284,
1171,-1,0.5,-1,-1,1654,107,-1,baseline_frechet_failed
1172,-1,0.5,-1,-1,1705,82,-1,baseline_frechet_failed
1157,1.864721617014607,0.5,20.839888047590176,2.642052257202267,447,266,254,
1173,-1,0.5,-1,-1,1713,28,-1,baseline_frechet_failed
1176,-1,0.5,-1,-1,1699,101,-1,baseline_frechet_failed
1182,-1,0.5,-1,-1,1922,1599,-1,baseline_frechet_failed
1183,-1,0.5,-1,-1,124,17,-1,baseline_frechet_failed
1179,12.451876274969642,0.5,18.677814412454463,-1.0,1962,1368,938,frechet_failed_or_timeout
1181,11.07150373553854,0.5,16.60725560330781,15.779054206936937,1175,322,220,
1184,13.346159116516766,0.5,20.01923867477515,18.879192984935578,475,389,314,
1170,5.981471204453403,0.5,17.523841419297074,8.46403106764907,1624,644,518,
1189,-1,0.5,-1,-1,5,5,-1,baseline_frechet_failed
1180,4.151047033805078,0.5,19.00198532320439,5.875457430484201,1005,816,686,
1190,0.0,0.5,0.0,-1.0,2,2,-1,simplify_failed
1186,5.465573994433781,0.5,20.015529764772143,7.734462113402412,607,298,258,
1178,3.8794282732216034,0.5,14.20689064900489,5.496595859603377,1727,424,374,
1177,2.339940072634306,0.5,20.920694523760417,3.314047899931915,901,632,522,
1188,6.90632053266534,0.5,20.23336093554299,9.771902357977304,919,691,518,
1195,-1,0.5,-1,-1,1765,425,-1,baseline_frechet_failed
1197,-1,0.5,-1,-1,1755,359,-1,baseline_frechet_failed
1194,11.570400470678623,0.5,17.355600706017935,-1.0,1409,1045,780,frechet_failed_or_timeout
1193,12.483580990804178,0.5,18.725371486206267,-1.0,1735,369,260,frechet_failed_or_timeout
1185,5.805378755015358,0.5,21.259931964167563,8.272366231605616,1803,510,480,
1187,5.823841627004797,0.5,21.327545020769517,8.304579506859133,1726,1061,822,
1191,6.879212221322816,0.5,16.12315364372535,9.73328446628113,1220,158,128,
1200,-1,0.5,-1,-1,1724,135,-1,baseline_frechet_failed
1203,-1,0.5,-1,-1,1691,127,-1,baseline_frechet_failed
1202,13.00042755226161,0.5,19.500641328392415,-1.0,2562,2198,1576,frechet_failed_or_timeout
1201,10.588635391601303,0.5,15.882953087401953,15.011075979238365,779,655,548,
1192,2.6864728004753204,0.5,19.215150836529634,3.8042386322663053,583,357,308,
1208,-1,0.5,-1,-1,825,486,-1,baseline_frechet_failed
1209,-1,0.5,-1,-1,871,285,-1,baseline_frechet_failed
1205,7.161400148683044,0.5,10.742100223024567,-1.0,1710,78,52,frechet_failed_or_timeout
1199,6.20587353012617,0.5,14.545016086233211,8.781424087398035,1768,139,108,
1204,6.287823846151453,0.5,18.421358924271832,8.89723071539438,773,747,658,
1213,-1,0.5,-1,-1,1542,153,-1,baseline_frechet_failed
1196,4.961916859866566,0.5,11.629492640312263,7.020498587519796,1739,51,32,
1214,-1,0.5,-1,-1,1671,817,-1,baseline_frechet_failed
1210,14.06376766933824,0.5,21.09565150400736,-1.0,1563,1104,908,frechet_failed_or_timeout
1207,10.643974783627703,0.5,15.965962175441554,15.053178195845174,1790,130,84,
1198,3.7193032609838754,0.5,10.896396272413696,5.267157064356454,1728,84,76,
1217,-1,0.5,-1,-1,1305,378,-1,baseline_frechet_failed
1212,11.839388995087063,0.5,17.759083492630594,-1.0,1851,373,240,frechet_failed_or_timeout
1211,12.971907580110217,0.5,19.457861370165325,18.48828899344234,1823,1180,932,
1218,9.688939555458688,0.5,14.533409333188033,-1.0,1257,881,680,frechet_failed_or_timeout
1216,12.216631907817563,0.5,18.324947861726343,17.281737030781823,1068,831,638,
1219,10.619924520913058,0.5,15.929886781369587,-1.0,1383,454,380,frechet_failed_or_timeout
1206,1.5184435171048365,0.5,16.969928709099097,2.1522250788676676,185,113,108,
1222,5.800874800407782,0.5,8.701312200611673,-1.0,1165,927,762,frechet_failed_or_timeout
1226,11.762573991119943,0.5,17.643860986679915,-1.0,1747,159,80,frechet_failed_or_timeout
1223,11.037738371226014,0.5,16.556607556839023,-1.0,1688,687,548,frechet_failed_or_timeout
1221,4.905414968019517,0.5,14.371332914119675,6.9421322492782105,397,231,206,
1224,6.446360006987729,0.5,12.086925013101991,9.12141179478419,394,280,250,
1227,12.308218198995467,0.5,18.4623272984932,-1.0,814,594,454,frechet_failed_or_timeout
1215,5.788078266841463,0.5,21.19657568423387,8.19007827666617,1507,162,162,
1233,-1,0.5,-1,-1,1730,387,-1,baseline_frechet_failed
1229,13.871513795412914,0.5,20.80727069311937,19.622254909673998,1805,842,628,
1232,4.5024728799966125,0.5,8.442136649993648,6.367439137909415,1372,37,28,
1230,3.907997839809447,0.5,11.449212421316737,5.574719477071166,501,269,254,
1237,-1,0.5,-1,-1,1695,424,-1,baseline_frechet_failed
1220,4.771099873045303,0.5,21.840361967675637,6.75008807564957,1748,237,236,
1225,2.704954614462306,0.5,12.382299565714897,3.8300000115781536,1547,41,38,
1238,-1,0.5,-1,-1,1458,61,-1,baseline_frechet_failed
1239,-1,0.5,-1,-1,1853,97,-1,baseline_frechet_failed
1241,-1,0.5,-1,-1,1660,815,-1,baseline_frechet_failed
1234,11.72957638133932,0.5,17.59436457200898,16.59254559454709,1969,271,138,
1240,-1,0.5,-1,-1,1780,96,-1,baseline_frechet_failed
1231,6.288462013399222,0.5,18.42322855488053,8.893661463823918,1789,181,166,
1245,-1,0.5,-1,-1,1587,309,-1,baseline_frechet_failed
1242,11.388254240309076,0.5,17.082381360463614,-1.0,1523,1116,912,frechet_failed_or_timeout
1236,10.29184604422472,0.5,19.297211332921346,14.559240026599536,1711,376,240,
1246,10.119366414329393,0.5,15.17904962149409,-1.0,1542,576,484,frechet_failed_or_timeout
1248,10.4775973519936,0.5,15.716396027990399,-1.0,3011,1151,574,frechet_failed_or_timeout
1235,7.47027485574597,0.5,21.88557086644327,10.666515456052782,1702,533,408,
1249,13.56277765813372,0.5,20.34416648720058,-1.0,1701,794,622,frechet_failed_or_timeout
1251,-1,0.5,-1,-1,1753,406,-1,baseline_frechet_failed
1247,6.067569432279733,0.5,14.220865856905622,8.58392899793035,817,99,94,
1252,-1,0.5,-1,-1,1472,444,-1,baseline_frechet_failed
1256,-1,0.5,-1,-1,1709,308,-1,baseline_frechet_failed
1255,-1,0.5,-1,-1,1630,666,-1,baseline_frechet_failed
1250,6.6775851131159385,0.5,10.016377669673908,-1.0,1303,374,310,frechet_failed_or_timeout
1228,1.8206708626557355,0.5,13.022452802579892,2.5975742463986613,1697,90,82,
1253,13.880894187934453,0.5,20.82134128190168,-1.0,1647,791,610,frechet_failed_or_timeout
1244,6.02880108107118,0.5,17.66250316720072,8.529999999999745,1740,173,164,
1257,7.897214052323119,0.5,11.84582107848468,-1.0,1820,116,56,frechet_failed_or_timeout
1259,12.25241671293778,0.5,18.37862506940667,-1.0,1787,971,744,frechet_failed_or_timeout
1262,-1,0.5,-1,-1,2,2,-1,baseline_frechet_failed
1258,9.623441852829139,0.5,14.435162779243708,13.614538872760306,1405,946,756,
1243,1.7900576560513877,0.5,20.00545325932712,2.5604918330874615,1066,730,690,
1260,2.394915247978084,0.5,10.963051977438738,3.391786178752699,125,84,84,
1254,7.411313761941393,0.5,13.896213303640112,10.486140188887905,1521,432,342,
1264,12.671215543473815,0.5,19.006823315210724,-1.0,662,288,226,frechet_failed_or_timeout
1265,3.5058973087707646,0.5,5.258845963156147,-1.0,893,295,254,frechet_failed_or_timeout
1261,0.853400985827976,0.5,11.921874049510466,1.210583811582951,38,36,34,
1266,1.4438346533447963,0.5,3.383987468776866,2.046887372386844,338,264,222,
1270,10.54943472523945,0.5,19.780190109823966,14.924131196800534,516,385,266,
1271,13.366748038791728,0.5,20.050122058187593,-1.0,1751,723,530,frechet_failed_or_timeout
1274,-1,0.5,-1,-1,1823,1009,-1,baseline_frechet_failed
1267,5.717258480841878,0.5,20.93722588198929,8.134900861801892,622,447,344,
1269,7.031222207165154,0.5,20.599283810054157,9.948612576710504,1178,1106,878,
1276,-1,0.5,-1,-1,1,1,-1,baseline_frechet_failed
1277,-1,0.5,-1,-1,88055,607,-1,baseline_frechet_failed
1263,1.4179779252251388,0.5,15.84713822482308,2.0181493793009095,598,463,400,
1280,0.0,0.5,0.0,-1.0,9,8,-1,simplify_failed
1268,7.007035442645907,0.5,20.528424148376676,9.953639901789648,1787,271,228,
1275,13.942143501234282,0.5,20.913215251851422,-1.0,1624,892,626,frechet_failed_or_timeout
1272,5.344508114355527,0.5,10.020952714416612,7.560000265579355,1165,55,40,
1284,-1,0.5,-1,-1,1690,167,-1,baseline_frechet_failed
1279,13.471936032605344,0.5,20.207904048908016,-1.0,1709,1089,874,frechet_failed_or_timeout
1281,4.9588799728664625,0.5,11.622374936405771,7.0172708836901165,75,44,44,
1287,-1,0.5,-1,-1,902,274,-1,baseline_frechet_failed
1288,-1,0.5,-1,-1,1700,669,-1,baseline_frechet_failed
1282,7.1532263091023145,0.5,16.765374161958547,10.120436794689857,344,125,116,
1278,9.437452199560399,0.5,17.695222874175748,13.35122359949756,1738,260,168,
1289,11.293193396026709,0.5,16.939790094040063,-1.0,1702,870,716,frechet_failed_or_timeout
1290,4.99090088265194,0.5,7.48635132397791,-1.0,848,292,244,frechet_failed_or_timeout
1285,5.292730662940116,0.5,9.923869993012717,7.488382360733696,1693,71,62,
1273,2.7788752371887746,0.5,8.141236046451487,3.9326820495233425,2478,78,70,
1292,11.578813365790756,0.5,17.368220048686133,-1.0,1768,607,416,frechet_failed_or_timeout
1295,-1,0.5,-1,-1,1635,578,-1,baseline_frechet_failed
1286,10.175065242351328,0.5,19.07824732940874,14.394363297766915,1185,290,196,
1291,4.452081118725334,0.5,10.4345651220125,6.296233000815845,934,32,30,
1293,8.70200590460723,0.5,16.316261071138555,12.311157375741985,875,385,286,
1301,-1,0.5,-1,-1,1626,722,-1,baseline_frechet_failed
1283,2.946194808653749,0.5,21.072827401068796,4.171551268130043,1387,969,844,
1299,11.945129794528546,0.5,17.917694691792818,16.897961652721726,1053,846,672,
1300,13.65520873258795,0.5,20.482813098881923,-1.0,1777,616,422,frechet_failed_or_timeout
1296,2.6958263227410666,0.5,19.28205244117545,3.8172300788362397,246,75,72,
1305,-1,0.5,-1,-1,1692,347,-1,baseline_frechet_failed
1298,7.678060650200543,0.5,14.396363719126017,10.863059955775627,1173,647,464,
1294,1.1452994228910052,0.5,15.999648108487081,1.624675786742109,361,274,230,
1297,1.0689376748697295,0.5,14.93288681194739,1.516696183572211,320,259,246,
1307,10.820742059675055,0.5,16.231113089512583,15.307799115334378,532,499,374,
1311,-1,0.5,-1,-1,1452,363,-1,baseline_frechet_failed
1304,2.5255539170880823,0.5,9.248854676836238,3.5765763554057344,547,285,252,
1303,5.520736066921484,0.5,20.217539307573787,7.821344205999598,836,288,278,
1309,6.623458148054026,0.5,9.935187222081039,-1.0,6952,426,244,frechet_failed_or_timeout
1314,-1,0.5,-1,-1,308,305,-1,baseline_frechet_failed
1312,5.751110094876853,0.5,8.626665142315279,-1.0,1019,873,768,frechet_failed_or_timeout
1308,5.464093057539844,0.5,12.806468103609006,7.731001357335477,1710,95,84,
1302,6.946772193936141,0.5,16.28149732953783,9.850828175363779,1705,550,452,
1306,2.184155647844489,0.5,12.497838866297654,3.093698618732612,612,509,460,
1318,-1,0.5,-1,-1,1697,172,-1,baseline_frechet_failed
1313,12.122706629489352,0.5,18.18405994423403,-1.0,1501,1145,744,frechet_failed_or_timeout
1315,12.052837153989296,0.5,18.079255730983945,17.07173379807979,1102,763,596,
1322,11.848286152154039,0.5,17.772429228231058,-1.0,1606,1189,890,frechet_failed_or_timeout
1310,1.3231194078816373,0.5,14.787011681664401,1.8761648105279638,350,343,324,
1316,6.346237482370409,0.5,11.899195279444516,8.97579902011841,937,115,94,
1319,13.817147274530598,0.5,20.725720911795896,19.704634392791178,1498,664,524,
1317,6.049885101591464,0.5,14.179418206854992,8.560678189696574,1586,180,172,
1324,11.224397137148767,0.5,21.045744632153937,15.887070006286944,1804,1413,916,
1321,3.1023020141642066,0.5,22.18939314482836,4.392305778419837,676,660,602,
1328,5.746910059871609,0.5,8.620365089807413,-1.0,825,450,378,frechet_failed_or_timeout
1325,6.32563887570501,0.5,18.53214514366702,8.949999999999818,864,162,156,
1326,7.794501084166637,0.5,18.26836191601555,11.023565986671912,1135,306,266,
1333,8.235819443274117,0.5,12.353729164911176,-1.0,601,496,446,frechet_failed_or_timeout
1332,9.660378243983969,0.5,14.490567365975952,-1.0,1017,870,768,frechet_failed_or_timeout
1323,5.608426396679861,0.5,20.538670886278783,7.935767636580501,1919,362,346,
1330,7.6759183825393364,0.5,17.99043370907657,10.860346395184669,728,520,450,
1320,4.543222733867211,0.5,16.63777856640824,6.439354064363357,2453,371,298,
1331,3.4753635216842684,0.5,12.72716133429297,4.91988235697073,565,432,402,
1334,3.006640742672001,0.5,5.637451392510002,4.256887689360414,551,308,268,
1338,-1,0.5,-1,-1,882,734,-1,baseline_frechet_failed
1327,5.64969000443507,0.5,16.551826184868368,8.013711439193505,2893,435,430,
1329,3.4688907459211613,0.5,19.849152064825976,4.910738661270108,1137,844,776,
1341,13.638450788126702,0.5,20.457676182190053,19.292650749862734,877,736,470,
1342,12.12700471950913,0.5,18.190507079263696,-1.0,1785,668,486,frechet_failed_or_timeout
1344,-1,0.5,-1,-1,2,2,-1,baseline_frechet_failed
1335,2.7882318905904118,0.5,19.942988566806868,3.9481509960396206,606,451,406,
1345,0.0,0.5,0.0,-1.0,24,19,-1,simplify_failed
1337,5.902776927840546,0.5,17.293291780782848,8.36541330661719,1548,695,556,
1336,13.392965642233511,0.5,20.089448463350266,19.091375257162415,5698,1522,840,
1346,9.613466393980241,0.5,14.420199590970363,-1.0,1216,993,718,frechet_failed_or_timeout
1340,7.424174022436798,0.5,17.400407865086244,10.504340171757336,1712,586,462,
1343,9.09993790955406,0.5,21.327979475517324,12.874040852395211,1377,1114,794,
1339,3.8897446013590384,0.5,17.80583771374071,5.505845791754108,1020,590,502,
1351,12.675560660033833,0.5,19.01334099005075,-1.0,1954,1556,1068,frechet_failed_or_timeout
1350,14.516798619587712,0.5,21.77519792938157,-1.0,3247,2133,1122,frechet_failed_or_timeout
1352,11.613058992991876,0.5,17.419588489487815,-1.0,1482,400,296,frechet_failed_or_timeout
1353,12.804551777065678,0.5,19.206827665598517,-1.0,4453,719,296,frechet_failed_or_timeout
1355,9.20241020168877,0.5,13.803615302533153,-1.0,1738,735,574,frechet_failed_or_timeout
1348,5.983265635319207,0.5,17.529098540974235,8.466316058232048,1861,282,260,
1349,5.958715768093261,0.5,13.965740081468578,8.445071551254804,1737,238,218,
1354,9.632078419086913,0.5,18.06014703578796,13.709607482728108,1397,1091,824,
1357,13.235344412311095,0.5,19.853016618466643,-1.0,1699,627,466,frechet_failed_or_timeout
1347,2.911848434846317,0.5,20.827162991855026,4.122904960592609,1156,514,452,
1361,12.942830107781326,0.5,19.41424516167199,-1.0,2023,1410,928,frechet_failed_or_timeout
1364,-1,0.5,-1,-1,1766,581,-1,baseline_frechet_failed
1358,13.594273337271842,0.5,20.391410005907762,19.327777506403425,1353,842,582,
1363,13.413722291408751,0.5,20.120583437113126,-1.0,1013,642,506,frechet_failed_or_timeout
1360,10.956235776337785,0.5,16.434353664506677,-1.0,5723,399,140,frechet_failed_or_timeout
1366,12.35644169934074,0.5,18.53466254901111,-1.0,978,785,622,frechet_failed_or_timeout
1356,7.043981154354547,0.5,16.50933083051847,9.966308732802775,2686,466,394,
1359,9.791686558869705,0.5,18.359412297880695,13.852516116101688,3263,1379,978,
1365,8.572686014157455,0.5,20.092232845681533,12.128575767204005,1305,970,730,
1362,4.361682899449913,0.5,19.96619979606588,6.173033145902923,1081,562,424,
1367,10.708441532131067,0.5,20.07832787274575,15.23211344338402,2243,1640,1022,
1370,14.586041664913791,0.5,21.879062497370686,-1.0,5781,3301,1824,frechet_failed_or_timeout
1376,0.0,0.5,0.0,-1.0,295,291,-1,simplify_failed
1369,5.428794362625435,0.5,19.880838730317752,7.703541567882218,766,390,334,
1371,6.131565841803721,0.5,14.37085744172747,8.671359256193092,1751,83,68,
1368,2.540531527711219,0.5,18.171297509988914,3.597840119237397,626,362,322,
1372,13.573466061912683,0.5,20.360199092869024,19.291527341528226,3412,1755,834,
1373,12.761315274800959,0.5,19.14197291220144,18.123985064789967,1771,586,420,
1379,13.199826381720525,0.5,19.799739572580787,-1.0,2112,1776,1296,frechet_failed_or_timeout
1374,12.080890551749768,0.5,18.12133582762465,-1.0,9438,829,304,frechet_failed_or_timeout
1381,12.863732321274703,0.5,19.295598481912055,18.197048275650314,1027,547,358,
1378,12.55170081028575,0.5,18.827551215428624,-1.0,6729,1884,896,frechet_failed_or_timeout
1386,-1,0.5,-1,-1,3032,181,-1,baseline_frechet_failed
1380,11.611827305657831,0.5,21.772176198108433,16.426525223039736,1664,593,490,
1388,0.0,0.5,0.0,-1.0,266,265,-1,simplify_failed
1382,2.981300698562152,0.5,8.734279390318804,4.221171067137922,881,792,686,
1384,13.456548599425261,0.5,20.18482289913789,19.112186913529467,1132,685,434,
1387,8.186515029106241,0.5,12.279772543659362,-1.0,1090,766,590,frechet_failed_or_timeout
1383,8.333840885161369,0.5,19.532439574596957,11.790000000183873,1751,479,432,
1390,12.1575963920361,0.5,18.23639458805415,-1.0,1600,1201,754,frechet_failed_or_timeout
1393,0.0,0.5,0.0,-1.0,22,21,-1,simplify_failed
1389,9.367083883319454,0.5,14.050625824979182,-1.0,3734,468,216,frechet_failed_or_timeout
1385,6.206787505943421,0.5,18.18394777131861,8.78206155473433,1067,211,182,
1377,3.046380418756046,0.5,21.78941072527918,4.351362324367171,1929,906,876,
1395,10.876607194362625,0.5,16.314910791543937,-1.0,1355,1199,936,frechet_failed_or_timeout
1375,5.8140906136194985,0.5,17.03346859458837,8.232732747500055,4375,324,278,
1400,-1,0.5,-1,-1,1783,657,-1,baseline_frechet_failed
1397,8.081059099275652,0.5,15.151985811141847,11.432154755228431,863,150,136,
