id,baseline_algo,original_points,baseline_points,simplify_points,baseline_frechet,simplify_frechet,baseline_time,simplify_time,best_e,best_d
82,SQUISH,662,66,28,666.5878541207811,564.063922760688,0.004486583013203926,0.22802,0.8,370.3265856226562
81,DP,1795,315,334,199.53895315258907,168.85514695533715,0.008803625009022653,0.6925800000000001,0.8,110.85497397366059
81,DOTS,1795,730,592,22.980174555601916,19.45132633525469,0.023799750008038245,0.5957100000000001,0.8,12.766763642001065
81,SQUISH,1795,179,68,1791.5384184549066,1515.9940149786555,0.009682208008598536,0.7222000000000001,0.8,995.299121363837
83,DP,973,400,258,441.8699680772305,373.9160102362804,0.006704708997858688,0.32465,0.8,245.4833155984614
83,DOTS,973,827,686,25.70412324856167,21.7560981373445,0.018499124998925254,0.30426,0.8,14.280068471423151
83,SQUISH,973,97,34,2595.489176320429,2196.2964528159837,0.007449292010278441,0.334,0.8,1441.9384312891273
84,DP,2643,412,276,358.36058584350155,303.24759373784644,0.009708833997137845,0.98023,0.8,199.08921435750085
84,DOTS,2643,1634,1090,28.693561954056023,24.285737039927874,0.02264195900352206,1.01585,0.8,15.940867752253345
84,SQUISH,2643,264,76,1577.2212917291943,1334.6425676579374,0.006261374990572222,1.1411600000000002,0.8,876.2340509606635
85,DP,1657,554,432,328.82732866597144,278.25738619120807,0.008024833994568326,0.56596,0.8,182.68184925887303
85,DOTS,1657,1445,1092,28.23957948913925,23.901925851748498,0.020942957999068312,0.55903,0.8,15.688655271744027
85,SQUISH,1657,165,80,2233.1716624091328,1889.7066732525282,0.0060015839990228415,0.7522300000000001,0.8,1240.6509235606293
86,DP,1054,319,272,262.07592991811515,221.77339408859666,0.007940249997773208,0.36657,0.8,145.5977388433973
86,DOTS,1054,843,638,29.536354297829774,24.999226372530977,0.01888729199708905,0.3639,0.8,16.40908572101654
86,SQUISH,1054,105,44,2211.5057691440143,1871.3705154220497,0.0052659580105682835,0.48839,0.8,1228.614316191119
87,DP,1265,435,380,273.82234455668106,231.71437238409356,0.007764249996398576,0.41081,0.8,152.1235247537117
87,DOTS,1265,1167,860,26.710416303734473,22.607969123225377,0.023131458001444116,0.39662000000000003,0.8,14.839120168741374
87,SQUISH,1265,126,52,2657.113523881684,2248.4560139609134,0.004543917006230913,0.4555,0.8,1476.174179934269
90,DP,1254,407,278,405.34960616235196,343.00929306110515,0.007833625000785105,0.42163999999999996,0.8,225.1942256457511
90,DOTS,1254,1113,854,24.853515204928982,21.0363267331906,0.01914429198950529,0.41675,0.8,13.807508447182768
90,SQUISH,1254,125,52,2343.6339943532207,1983.1702331057595,0.005396207998273894,0.48643000000000003,0.8,1302.0188857517892
88,DP,1274,414,250,478.2174491960017,404.6721982239685,0.007299707998754457,0.41428,0.8,265.6763606644454
88,DOTS,1274,1073,814,31.32479243361994,26.5131210233542,0.0185306670027785,0.43257999999999996,0.8,17.402662463122187
88,SQUISH,1274,127,48,2910.4437667104926,2462.813058262219,0.005731625002226792,0.52891,0.8,1616.9132037280515
89,DP,1585,552,566,201.65763503486932,170.64717746437452,0.0098259579972364,0.53442,0.8,112.03201946381628
89,DOTS,1585,1385,1020,23.69932317964926,20.06015132235812,0.01967779100232292,0.5037900000000001,0.8,13.166290655360699
89,SQUISH,1585,158,62,3555.6321324086225,3008.7683940119955,0.00685620799777098,0.6730900000000001,0.8,1975.3511846714568
91,DP,1770,8,12,146.7901459223105,124.21332840204143,0.009458667002036236,0.52983,0.8,81.55008106795027
91,DOTS,1770,201,112,25.346254768447096,21.451555239643604,0.019286000009742565,0.58797,0.8,14.081252649137275
91,SQUISH,1770,177,76,36.55433032762479,30.93638940526963,0.006870459008496255,0.67467,0.8,20.307961293124883
92,DP,754,242,210,280.27203376612937,237.1713997675933,0.005449167001643218,0.27520999999999995,0.8,155.70668542562743
92,DOTS,754,469,404,28.629790887706115,24.230506417099612,0.016086040996015072,0.21237999999999999,0.8,15.905439382058953
92,SQUISH,754,75,26,2257.8797933700603,1910.6152426900728,0.003879249998135492,0.198,0.8,1254.3776629833667
94,DP,1629,209,220,198.50606578855238,167.98007982995622,0.006451332999859005,0.76401,0.8,110.28114766030687
94,DOTS,1629,521,410,23.18280077278993,19.62224206039198,0.020949750003637746,0.6716599999999999,0.8,12.879333762661071
94,SQUISH,1629,162,72,954.7405674867658,807.9013794494512,0.008166500003426336,0.54231,0.8,530.4114263815366
95,DP,838,239,144,542.8126736121548,459.33440744723106,0.006339250001474284,0.32823,0.8,301.56259645119707
95,DOTS,838,489,408,23.575621289989847,19.955409129277204,0.018969832992297597,0.32955,0.8,13.097567383327693
95,SQUISH,838,83,20,2454.4051622807515,2076.9084408370995,0.00472420800360851,0.25029,0.8,1363.5584234893063
93,DP,1680,174,130,312.79024460758706,264.6809082396575,0.010006166994571686,0.62252,0.8,173.77235811532614
93,DOTS,1680,761,550,30.518554198587207,25.830156334023563,0.019163042001309805,0.67949,0.8,16.95475233254845
93,SQUISH,1680,168,84,493.42429878390743,417.5399210337478,0.0058727909927256405,0.6745800000000001,0.8,274.1246104355041
96,DP,1002,20,20,193.25450590610993,163.53394438031768,0.007153332990128547,0.47887,0.8,107.3636143922833
96,DOTS,1002,375,262,25.543358488255695,21.61903052516515,0.02064083400182426,0.32656999999999997,0.8,14.190754715697608
96,SQUISH,1002,100,40,158.9245676467902,134.48599403054914,0.004601125008775853,0.42301,0.8,88.29142647043899
97,DP,904,221,206,243.19923326349496,205.80030695395172,0.009407667006598786,0.33427999999999997,0.8,135.1106851463861
97,DOTS,904,487,382,29.444872214757165,24.921858735750376,0.019229083991376683,0.35148,0.8,16.35826234153176
97,SQUISH,904,90,28,2094.9542764641137,1772.7460958525476,0.0055486670025857165,0.30071,0.8,1163.8634869245077
99,DP,865,8,8,467.28515549191445,395.4120562148162,0.007170583005063236,0.50451,0.8,259.6028641621747
99,DOTS,865,185,104,30.71834133971862,25.9965631253314,0.02129337500082329,0.36022000000000004,0.8,17.065745188732567
99,SQUISH,865,86,36,105.19264863669737,88.99755026162396,0.004274916005670093,0.51685,0.8,58.44036035372076
98,DP,1836,277,168,477.30551201014674,403.899297609359,0.008004333009012043,0.7602899999999999,0.8,265.169728894526
98,DOTS,1836,936,698,28.250474535317682,23.91070846220006,0.02205020800465718,0.83885,0.8,15.69470807517649
98,SQUISH,1836,183,92,863.8729808767313,731.0084060647401,0.004815832988242619,0.72281,0.8,479.92943382040625
100,DP,1323,348,354,219.0502793751617,185.36404557110185,0.00794729198969435,0.43154000000000003,0.8,121.69459965286761
100,DOTS,1323,1181,858,22.70493692518221,19.218326509575597,0.019708957988768816,0.42968,0.8,12.61385384732345
100,SQUISH,1323,132,44,1900.6937477099852,1608.3615253715343,0.004312832999858074,0.50899,0.8,1055.9409709499919
id,baseline_algo,original_points,baseline_points,simplify_points,baseline_frechet,simplify_frechet,baseline_time,simplify_time,best_e,best_d
1,DP,588,98,1002,665.7421740552596,633.7733326333589,0.006639104016358033,5.478481917001773,1.0,332.8710870276298
1,DOTS,588,194,142,29.770863400436983,28.231851487817874,0.030314624484162778,6.617641624994576,0.666,17.869665906624842
1,SQUISH,588,58,966,1979.988501317559,1884.8975911894088,0.13616629151511006,5.098258625017479,1.0,989.9942506587795
4,DP,672,75,1058,217.0181040049075,210.35136643232644,0.006320791493635625,5.805847458017524,1.0,108.50905200245376
4,DOTS,672,135,1058,22.237558239300526,21.08723629591951,0.0230549584957771,9.473003500024788,0.666,13.347874093217603
4,SQUISH,672,67,1036,738.4220826353994,737.9754643598671,0.004437666473677382,9.343995542032644,0.666,443.23054179795884
3,DP,1371,164,186,291.03612017852373,290.8636877191541,0.007200833497336134,13.266793582995888,0.666,174.69154872660488
3,DOTS,1371,637,520,30.762969306909543,30.743899357868674,0.03374058348708786,25.6672344590188,0.666,18.465167651206208
3,SQUISH,1371,137,82,714.0485129407639,707.7635355425202,0.005552311980864033,9.84478125005262,0.666,428.60054798365184
5,DP,798,196,142,691.8089890126925,691.3969894200876,0.005218416481511667,9.597499125055037,0.666,415.2514940052176
5,DOTS,798,337,316,4.616333021022746,4.468220055166811,0.022567958483705297,10.73871079098899,0.666,2.7709081758840015
5,SQUISH,798,79,72,1894.4059797054408,1891.2331532672208,0.00432354150689207,8.720930749957915,0.666,1137.0984271941422
2,DP,1674,681,622,425.53860496258875,425.2867945839273,0.007844437495805323,21.76634324999759,0.666,255.42533311079757
2,DOTS,1674,1567,1286,30.353248293173685,30.330177859479782,0.03506706250482239,25.98899537505349,0.666,18.219236670572442
2,SQUISH,1674,167,176,3043.468497258587,2983.1449554158426,0.006215020461240783,13.704015291004907,0.666,1826.8118230843859
